video,class
/mnt/d/data/temp_train_data/broken/C_3_8_19_BU_SYA_10-06_12-26-11_CD_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_19_BU_SYB_10-04_10-36-14_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_19_BU_SYB_10-04_10-36-14_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SMA_09-17_13-38-51_CD_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SMB_08-28_15-53-46_CD_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SMB_09-17_10-52-16_CA_RGB_DF2_M1_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SMB_09-17_10-52-16_CC_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SMC_08-07_12-18-12_CA_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_1_BU_SYA_09-17_14-02-32_CC_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_20_BU_SMA_09-27_11-26-59_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_20_BU_SYA_10-06_12-28-10_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_20_BU_SYB_10-04_11-24-37_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_20_BU_SYB_10-04_11-24-37_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_20_BU_SYB_10-04_11-24-37_CD_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_21_BU_SMB_09-02_15-33-25_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SMA_09-27_11-30-47_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SMA_09-27_11-30-47_CA_RGB_DF2_M3_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SMA_09-27_11-30-47_CD_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SMB_09-02_15-35-58_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SYA_10-06_12-29-42_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_22_BU_SYA_10-06_12-29-42_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SMA_09-27_11-33-56_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SMB_09-02_15-39-44_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SMB_09-02_15-39-44_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SYA_10-06_12-33-09_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SYA_10-06_12-33-09_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_24_BU_SYB_10-04_10-47-42_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_25_BU_SYB_10-04_11-41-08_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_26_BU_SMA_09-27_10-39-31_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_26_BU_SMA_09-27_10-39-31_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_26_BU_SYA_10-06_12-37-03_CA_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_26_BU_SYB_10-04_11-43-07_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_28_BU_SMA_09-27_10-44-22_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_28_BU_SYA_10-06_12-38-51_CA_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_28_BU_SYA_10-06_12-38-51_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_28_BU_SYA_10-06_12-38-51_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMA_09-27_10-48-06_CA_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMA_09-27_10-48-06_CB_RGB_DF2_F3_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMA_09-27_10-48-06_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMB_09-02_13-53-36_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMB_09-02_13-53-36_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMB_09-02_13-53-36_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SMC_10-16_10-30-38_CC_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SYA_10-06_12-40-22_CB_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SYA_10-06_12-40-22_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_29_BU_SYB_10-04_11-51-32_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_2_BU_SYB_09-17_11-25-54_CD_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_DYA_08-23_11-02-08_CA_RGB_DF2_F3_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_DYA_08-23_11-02-08_CA_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SMA_09-27_10-49-40_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SMA_09-27_10-49-40_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SMB_09-02_13-56-20_CC_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SMB_09-02_13-56-20_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SYA_10-06_12-41-40_CA_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SYA_10-06_12-41-40_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_30_BU_SYB_10-04_11-46-35_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_31_BU_SMA_09-05_15-05-53_CD_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_31_BU_SMB_09-05_13-05-25_CC_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_31_BU_SMB_09-05_13-05-26_CA_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_31_BU_SMC_10-16_10-38-33_CC_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_DYA_08-12_13-36-04_CA_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_SMA_09-05_15-08-37_CC_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_SMB_09-05_13-10-16_CB_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_SMB_09-05_13-10-16_CD_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_SMC_10-16_10-42-21_CC_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_32_BU_SMC_10-16_10-42-21_CC_RGB_DF2_F1_4.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_33_BU_DYA_08-12_13-37-39_CB_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_33_BU_SMB_09-05_13-12-42_CD_RGB_DF2_M4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_33_BU_SMC_10-16_10-43-58_CA_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMA_09-05_15-12-47_CC_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMB_09-05_13-16-21_CA_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMB_09-05_13-16-24_CB_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMC_10-16_10-47-37_CA_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMC_10-16_10-47-37_CB_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_34_BU_SMC_10-16_10-47-37_CD_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_35_BU_DYA_08-12_14-03-48_CB_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_35_BU_SMA_09-05_15-14-46_CD_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_35_BU_SMB_09-05_13-22-17_CA_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_35_BU_SMB_09-05_13-22-19_CD_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_36_BU_DYA_08-12_14-07-58_CB_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_36_BU_DYA_08-12_14-07-58_CC_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_36_BU_SMB_09-05_13-25-05_CA_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_36_BU_SMB_09-05_13-25-08_CD_RGB_DF2_F4_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_36_BU_SMC_10-14_10-03-28_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_37_BU_DYB_10-16_14-24-01_CA_RGB_DF2_M1_3.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_37_BU_SMA_10-06_15-22-01_CA_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_37_BU_SMA_10-06_15-22-01_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_37_BU_SMC_10-14_10-05-16_CB_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_38_BU_SMA_10-06_15-16-41_CD_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_38_BU_SMA_10-06_15-16-41_CE_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_38_BU_SMA_10-06_15-16-41_CF_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_38_BU_SMA_10-06_15-16-41_CG_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_38_BU_SMC_10-14_10-10-28_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_39_BU_DYB_10-16_14-29-30_CB_RGB_DF2_M1_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_39_BU_SMA_09-27_11-29-17_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_39_BU_SMA_09-27_11-29-17_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_39_BU_SMC_10-14_10-12-32_CA_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_39_BU_SMC_10-14_10-12-32_CB_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SMA_08-28_13-38-49_CB_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SMA_08-30_13-51-31_CD_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SMB_08-30_16-15-50_CA_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SMB_08-30_16-15-50_CA_RGB_DF2_M1_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SYA_09-17_14-06-51_CA_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_3_BU_SYB_09-17_11-29-04_CD_RGB_DF2_M1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_40_BU_DYB_10-16_14-32-36_CC_RGB_DF2_F1_3.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_40_BU_SMA_09-27_10-42-24_CD_RGB_DF2_F3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_40_BU_SMC_10-14_10-14-20_CA_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_40_BU_SMC_10-14_10-14-20_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_40_BU_SMC_10-14_10-14-20_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_41_BU_SMC_10-14_12-00-03_CC_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_42_BU_SMC_10-14_12-02-30_CA_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_42_BU_SMC_10-14_12-02-30_CE_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_43_BU_DYB_10-17_10-41-44_CB_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_44_BU_SMC_10-14_12-06-29_CB_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_45_BU_SMC_10-14_12-08-34_CB_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_45_BU_SMC_10-14_12-08-34_CD_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_46_BU_DYB_10-17_10-48-21_CE_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_46_BU_SMC_10-14_12-10-29_CA_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_46_BU_SMC_10-14_12-10-29_CB_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_47_BU_DYB_10-17_10-55-07_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_48_BU_SMC_10-14_15-54-51_CD_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_49_BU_SMC_10-14_15-59-53_CE_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_50_BU_DYB_10-17_11-08-16_CB_RGB_DF2_F2_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_50_BU_SMC_10-14_16-01-45_CA_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_50_BU_SMC_10-14_16-01-45_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_51_BU_SMC_10-14_16-03-35_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_51_BU_SMC_10-14_16-03-35_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_51_BU_SMC_10-14_16-03-35_CE_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_52_BU_DYB_10-17_11-12-07_CE_RGB_DF2_F2_2.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_52_BU_DYB_10-17_11-12-07_CE_RGB_DF2_F2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_52_BU_SMC_10-14_16-05-19_CB_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_52_BU_SMC_10-14_16-05-19_CC_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_52_BU_SMC_10-14_16-05-19_CE_RGB_DF2_M3_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_5_BU_SMA_09-17_13-45-34_CB_RGB_DF2_F1_3.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_6_BU_SMA_08-28_13-46-06_CA_RGB_DF2_F1_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_7_BU_SMA_09-07_14-35-52_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_7_BU_SMB_09-02_13-18-36_CB_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_7_BU_SMB_09-02_13-18-36_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_7_BU_SMB_09-02_13-18-36_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_7_BU_SYB_09-28_12-05-30_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_8_BU_DYB_08-10_13-21-47_CF_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_8_BU_SMA_09-07_14-37-52_CB_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_8_BU_SMB_09-01_12-52-42_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_8_BU_SMB_09-01_12-52-42_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_8_BU_SYB_09-28_12-07-31_CD_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_9_BU_DYB_08-10_13-24-02_CE_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/broken/C_3_8_9_BU_SMB_09-02_13-21-18_CC_RGB_DF2_M2_1.0.avi,broken
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_DYA_08-04_11-53-22_CA_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_DYA_08-04_11-53-22_CC_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_DYB_10-17_14-47-30_CB_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SMA_09-20_14-28-59_CA_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SMA_09-20_14-28-59_CD_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SMB_09-01_16-28-40_CB_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SMB_09-01_16-28-41_CC_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SYA_09-24_15-56-53_CD_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_10_BU_SYB_09-28_16-23-07_CB_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_DYA_08-04_11-57-44_CA_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_DYA_08-04_11-57-45_CB_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SMA_09-20_14-30-32_CA_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SMA_09-20_14-30-32_CB_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SMA_09-20_14-30-32_CD_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SMB_09-01_16-30-46_CB_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SMB_09-01_16-30-48_CC_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SYA_09-24_15-58-31_CC_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_11_BU_SYA_09-24_15-58-31_CD_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_DYA_08-04_12-00-16_CA_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_DYA_08-04_12-00-17_CB_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_DYB_10-17_14-50-30_CA_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_SMA_09-20_14-34-23_CC_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_SMB_09-01_16-52-00_CC_RGB_DF2_M2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_12_BU_SYB_09-28_16-25-43_CD_RGB_DF2_F2_1.0.avi,smoke
/mnt/d/data/temp_train_data/smoke/C_3_10_13_BU_DYA_08-04_12-02-24_CB_RGB_DF2_F2_1.0.avi,smoke
